product_handle,product_id,rating,author,body,created_at,photo_url,verified_purchase,reply,replied_at,source_note
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,GRILLMASTER7,"In 2008 I paid $400 for a used Herman Miller Aeron Chair size C. It wasn't all that comfy. The arms were a hassle to adjust. The back rest didn't move in height and the back support attachment was tearing and never stayed put.  This chair reminds me of the Aeron chair but this one's easy to adjust and more comfortable. The material used for the frame seems like the same used on the Aeron chair. The mesh on the seat, lower and upper back isn't as dense but seems sturdy. There's less tension in the lower and upper back then there is on the seat. The chair base has 2 controls. One for raising and lowering and one for tilt release/recline. The chair will recline more than 120 degrees I'm guessing and I've found 2 different positions I can lock the seat into a recline position. The seat will slide forward a little over an inch just have to lift on the tab. The upper back will raise 4 clicks for a total of 4 inches maybe. I'm 5'10 and I can easily rest my head back. No need for a separate head rest attachment. The lower back sections don't adjust. They rest on springs so there's a little give all around. The arms raise 6 clicks and stay put. The elbow pads slide forward and back easily about an inch. No locking mechanism there so it's easy to slide out of place. The eblow pads pivot out 1 click and pivot in 4 clicks. They lock in place but can easily be moved by accident. This chair took about 50 minutes to put together from opening the box.  It came with a handy allen wrench tool and the screws and washers were all grouped together. The instructions were clear and easy to follow. Size wise, this fits like an Aeron Size B chair. I hope the company can sell replacement mesh screens for the seat if it ever tears. Not sure if i'd sit on this for 8 hours a day. This chair is more for light duty. It's stylish, well made and comfortable. This is a great product and worth every penny of the $300 listed last I checked. I'd get this instead of a cheap vinyl chair from office depot that's gong to crack and peel off over time. I have 2 such chairs. And I'd get this over the newre Aeron chairs that are still going for $500 used today.",2024-12-17,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/ee5a9de5-3808-4a6b-b993-36ac672eea87.jpg,TRUE,,,sihoo.com (US) Okendo review e89e298e-0fb5-44b2-b458-dcb3a499529f
sihoo-doro-s100-ergonomic-office-chair,10184342208803,4,Off The Grid K.,"I'm typically partial to a leather office chair mainly for the overall look and durability. Plus I'm a big fan of natural materials but when it comes to adjustability you really can't beat this chair.I'm 6'2 and roughly 200 lb and it adjusts to me like a glove. It can help you correct your posture, or it can allow you to sit comfortably. You can move your arms in, out, up or down and adjust your height and lumbar to your heart's content.They're a bit heavier than I expected but not nearly as heavy as my lower counterparts. The mesh is tight and firm and only time will tell about its longevity. I'm not sure what you do when the mesh starts to get loose or rips. For my leather chairs I just reupholster them but for this I don't know what you do.Regardless this is a great chair for the price and far higher tech when it comes to adjustability than my standard leather choices.Until We Meet Again-Off the Grid Ken",2024-12-17,,TRUE,,,sihoo.com (US) Okendo review 9900e303-8353-43f2-a58f-548cc67ce81e
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Jason,"This chair was pretty easy to put together.  It it very very comfortable. While putting this together, I noticed how nice the build quality is.The arm rest and height adjustments works smoothly.  Overall, this looks like a high end type chair.I will update this review after using it for a while. This will give me time to test out the back support.I would recommend this.",2024-12-19,,TRUE,,,sihoo.com (US) Okendo review f5bb42b6-318b-48d5-9b78-8ec1265aefd2
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,DC,"I have been looking at this SIHOO DORO S100 chair for a while now and I am so glad I ordered it!! I had heard good stuff about these chairs, but I was unsure how comfortable sitting on mesh would be. Would it be supportive yet comfortable to sit all day at my desk, answer...Yes!! This chair has many adjustable features, the height of the chair and headrest, adjustable armrest, but the adjustable depth of the seat is a game changer! Finally a chair that actually fits me.  I would buy this chair again and recommend it.",2024-12-20,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/a33e7763-8f19-4321-8a7f-e0a844baf925.jpg,TRUE,,,sihoo.com (US) Okendo review d6d093ca-312b-4b70-bfa4-a378f57bd41d
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Matt C.,"Easy to assemble. Come with everything you need and really clear easy instructions. The chair is a super comfortable full size chair. It reclines a lot and has really good support with the high back. Lots of adjustment points. The only thing I don't like is the arm rests swivel in and out really easily and it gets knocked out of place easily. Overall, it's a great chair.",2024-12-22,,TRUE,,,sihoo.com (US) Okendo review 492ce2cd-59de-4056-9ca6-ed869490bc0a
sihoo-doro-s100-ergonomic-office-chair,10184342208803,4,Data G.,"So the chair itself is SUPER comfortable. The back support is two independent side panels are positioned at an angle that completely avoids putting pressure directly against your spine. Assembly was straight forward and took about 15 minutes. The seat extender (able to slide out to support longer legs) is awesome.The one thing I immediately tried to do and realized is missing from the chair - there is no lean back tensioner. You can lock the seat to prevent leaning back but there is no way to adjust the fairly light pressure it takes to lean back. Not a deal breaker but it is the reason I am rating only 4 stars. Yeah yeah, perhaps I should have realized this before purchase but, well, this is my review so I can say whatever I want.Overall, not a bad chair for the price.",2025-01-05,,TRUE,,,sihoo.com (US) Okendo review e05e2737-90e8-4878-ba38-c48b72e90cdc
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Frank M.,"This chair works for me very well.  The best part for this chair is the 2-piece waist support.  That makes my back very comfortable.  The second good point is the recline feature.  You can choose to move free or set at a fixed position by pushing the lower handle inward.  The mesh structure fit my body perfectly, at the thighs, waist and the back.  The heights of both the backrest and the armrest can be raised.  It is fancy that when you raised to the highest level, they will go to the very bottom then start over again.  I like to set everything to the lowest level, so I can keep my head straight.  It is a pity that the seat can only set flat or move forward.  If let me wish, I would wish the seat also able to recline.The installation is not hard, but you need to have mechanics experiences.  The instruction is not easy to understand, especially the figures are too small to see the details.",2025-01-07,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/dbea2534-e92b-43d6-ad88-ef8805dc0e38.jpg,TRUE,,,sihoo.com (US) Okendo review af3e42cf-7274-4b8f-a79a-fd9563a98be8
sihoo-doro-s100-ergonomic-office-chair,10184342208803,4,THX1138,"I needed a new office chair since my old one broke.  The recline function could no longer be locked, so it was always rocking back, no good.  That one cost 3 times what this one did, and it lasted just under 3 years of daily use.  I decided to try a less expensive chair, especially since a pricier one didn't last, I figured if this one lasts a year, it's the same per year cost to sit as my old one.The chair comes with some assembly required.  First, I will note that you should open the box carefully from the top and pull the contents out that way.  The instructions will have you use the box to hold the chair upside down while you install some parts to it, so don't destroy that box opening it.The assembly was straightforward enough, and took me about an hour.  All the tools you need are supplied (allen wrenches), so you won't need any of your own. For some reason it also came with a pair of thin children's gloves.  I assume it's to wear while assembling, but the gloves really are tiny. The only part I wasn't thrilled about on assembly was the fact that the chair legs come in pieces.  I would have preferred a solid unit, but then again, this is an inexpensive chair.  Once assembled, it seems sturdy enough.  The supplied wheels roll fine on low pile carpet, and I've had no issues with the gas strut.I've had the chance to use this chair now for a couple of weeks.  The dynamic lumbar support is surprisingly good.  It seems really flimsy and gimmicky at first, but when you sit and lean into it, it really does a pretty good job of conforming to your body and providing back support.The seat can be adjusted in and out, so you can fit it to your legs.  I am 6 feet tall, and have the chair out almost as far as it will go, and it's perfect for me.  The back can be set to freely rock, or locked in one of three positions: upright, all the way back (maybe a 60 degree angle), and one position in between.There is not an adjustable headrest, instead the whole back can be moved up and down (separate from the lumbar pads).  It seems OK, I was able to lift it to the highest position and be comfortable, but I think I prefer a separately adjustable head rest.The only thing I can say that is negative about this in terms of quality is the arms.  They are a little flimsy, and they move too easily.  I can bend the arms down and forward nearly two inches by using them to lift myself up or lower myself down.  The arm brackets themselves seem to be cast aluminum, so the part that is flexing under load must be the chair base.  This is disappointing, and I expect this might be the part of the chair that fails first.  Aside from that, the arms do adjust up and down, and forward and back, but not in and out.  They rotate from the back of the arm, so you can bring the ends of the arms in closer, just not the whole arm.  This is the biggest non ergonomic area of the chair I've found so far.Overall, this is a budget chair, and the quality and adjustability are commensurate with that fact.  If you need a mesh chair and are on a budget, this is a decent choice, just don't expect full ergonomic control.  You'll get quite a bit for the price, just not everything.",2025-01-08,,TRUE,,,sihoo.com (US) Okendo review 481530eb-6f9b-4d61-b88d-6714e9c08a7c
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Dad's M.,"Despite it's futuristic look, this chair is incredibly comfortable. The padding is intelligently placed and supportive. The back of the chair is very high and looks awkward at first.....until you realize it's the perfect height to rest your head when leaning backwards.I wish the instructions were a touch clearer, but all the nuts, screws, and bolts are individually packaged in the order as you need them so that's nice. Overall, no complaints and really happy about this purchase!",2025-01-09,,TRUE,,,sihoo.com (US) Okendo review f22c8a33-3f7a-453c-b090-07cd1cdc2fbb
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Saving w. S.,"It did take a while to put together. As soon as I sat down, I felt instant relief on my back. It is comfortable and easy to adjust. The fabric makes it easy for your body to breathe. Definitely worth the investment for my office.",2025-01-11,,TRUE,,,sihoo.com (US) Okendo review af8d3371-3558-41a8-a6f2-ced5b30c413a
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Ryan,"I have used many basic chairs but switching to Sihoo was a refreshing upgrade. Packaging was solid, assembly was easy, and adjustable lumbar support is excellent.",2025-01-11,,TRUE,,,sihoo.com (US) Okendo review 4056bfd6-355c-4aed-bcf4-b9fad73344b3
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Alex,"This is a very comfortable office chair with excellent venting and pleasant cool upholstery material. Armrests are highly adjustable, very solid and comfortable. Backrest support is fine but I didn't quite appreciate those springs that make is a bit shaky experience of getting up and seeing chair keep wobbling. Overall this is an excellent chair for the money, simple to assembly and very well built.",2025-01-11,,TRUE,,,sihoo.com (US) Okendo review efbdce6f-75ed-4c23-b3fe-f1b244a80b53
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,jeff n.,Very comfortable chair. Easy to assemble. Seems to be really sturdy.,2025-01-11,,TRUE,,,sihoo.com (US) Okendo review 3a7f33c6-3008-4b3a-a824-ee2b66fc68fd
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,TamTam,This chair is nice and comfortable to sit in for 8 hours if needed. It was easy enough to assemble and the directions were clear.,2025-01-11,,TRUE,,,sihoo.com (US) Okendo review 89d7bbcf-8825-4717-995d-d1a3d3469640
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,The D. G.,"This chair has completely transformed my home office. The lumbar support is fully adjustable and makes it easy to maintain good posture. The 4D armrests move in every direction, allowing for a highly customized setup. The design is modern, the seat and tilt functions are smooth, and the chair feels solid. A great choice for anyone working long hours.",2025-01-11,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/49d43fda-57ff-465a-8517-1ea9c96c0f13.jpg,TRUE,,,sihoo.com (US) Okendo review dd1ad956-4098-41dd-9458-ac19c5a6c36b
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,NAA,"This chair has been a huge upgrade for my home office. The lumbar support is excellent, and I love being able to fine-tune the armrests and seat height. It is sturdy and offers great comfort throughout the day. Very happy with this purchase.",2025-01-12,,TRUE,,,sihoo.com (US) Okendo review b35f96a9-eeed-4936-b32c-77484329d01d
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,human X.,"I was impressed by the comfort of the seat cushion. The width and thickness of the bottom make it soft and hard, and it doesn't feel uncomfortable or digging. The width adjustment is very smooth, and it is easy to find the best position for your desk and height. For a detail-oriented person like me, the design is really thoughtful. The tilt adjustment of the backrest is a bit a bit. Although the adjustment range is sufficient, the installation support of the backrest is not so uniform at some extreme angles, which makes it feel a bit awkward. In addition, the time spent on this chair was amazing. The icons on the manual are not very clear. It is possible that I was a little confused and could only operate it intuitively. However, after installing it, all problems disappeared.",2025-01-15,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/3b3b6918-1664-4e29-800c-eeeae2bdf4cc.jpg,TRUE,,,sihoo.com (US) Okendo review 6cb7bfa3-eec9-4e78-9514-8bb0a996e1b1
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Natasha,This is the best desk chair ever. It is heavy duty and yet so comfortable. Super simple to put together and fits in my office space so well. This is the best desk chair ever. It is heavy duty and yet so comfortable. Super simple to put together and fits in my office space so well. I enjoy that. Is it the details and being adjustable to each person cannot be overlooked. Super great value,2025-01-15,,TRUE,,,sihoo.com (US) Okendo review 517514bf-2043-4c40-adab-6828b2490fb0
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,LVGoodguy,"The SIHOO Doro S100 Ergonomic Office Chair is a standout product that delivers on all fronts. Its dual dynamic lumbar support is a game-changer, providing consistent support that adapts to my posture throughout the day. The upgraded seat cushion is firm yet comfortable, ensuring I can work for hours without any discomfort. The 4D armrests are highly adjustable, letting me find the perfect position whether I am typing, writing, or relaxing. The adjustable headrest is another excellent feature, giving great neck support during long meetings or gaming sessions. The mesh design keeps the chair breathable, and the white and grey color scheme gives it a sleek, modern look that fits perfectly in my home office. Overall, the Doro S100 strikes a perfect balance between style, comfort, and functionality. It is a worthy investment for anyone looking for a high-quality ergonomic chair. Highly recommended!",2025-01-16,,TRUE,,,sihoo.com (US) Okendo review dfa24bda-c49c-485d-853b-ac63ec095747
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Alejandro G.,Sihoo knows their game. Really comfortable chair for home office. The lumbar support on this chair is fantastic as well as the breathable mesh. It's also tall enough for people up to 6.2 or so and provides great cushion. Ideal for long sittings too.,2025-01-20,,TRUE,,,sihoo.com (US) Okendo review d1e67da5-ba91-47f7-91b9-2c96b999799f
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,The C. N.,"This is a great chair. It is heavier and larger than expected, but assembly was simple, parts were well protected, and the mesh seat and back are breathable. Excellent adjustable armrests and durable design. Highly recommended.",2025-01-22,,TRUE,,,sihoo.com (US) Okendo review a9c96713-8087-44a5-b677-46226f9d6965
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,G,This installs easily and rolls evenly,2025-01-23,,TRUE,,,sihoo.com (US) Okendo review de7afdfc-7399-4349-83be-2f4a5eab6749
sihoo-doro-s100-ergonomic-office-chair,10184342208803,4,Sarah,"Will be returned. Build quality is appalling for the price point. I got the basic model. The leveler is broken, therefore I was not able to adjust the depth of chair as advertised. Lumbar support is decent although the second leveler was able to adjust how far it leans back as advertised. In addition, to the restock fee charged. This is ridiculous considering that it came broken!!Update: Customer service resolved my issue and reassured packaging  will be fixed for future customers.",2025-01-25,,TRUE,,,sihoo.com (US) Okendo review 7cb7291f-56fb-4b96-8fda-77d48ef44ac4
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Brian M. L.,"This overbed table feels premium. The tilt function works smoothly, and the pneumatic lift adjusts the height effortlessly. The base is solid, and the materials feel high quality. Easy to assemble too.",2025-01-27,,TRUE,,,sihoo.com (US) Okendo review 45f20ca3-ea23-49ae-926c-dc35a140ee9c
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Crash O.,"Love that the chair is so configurable, the seat slides backwards and forwards, height (Of course) - seat back adjusts up and down, arms slide forwards and back, adjustable height for the arms, just wish you could lock the rotation and actually lock the arm height. It's on a vertical ratchet, 4 clicks upwards then it resets and can drop back to the bottom. That's just a personal preference though and doesn't detract from the overall review of the chair.",2025-01-30,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/36680c2f-003d-45b3-89c6-1f3171dd8260.jpg,TRUE,,,sihoo.com (US) Okendo review 9b6ab170-f937-48b2-968e-78ab2c9364bf
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,AC,"I selected this for my son who was in need of a chair for his desk (mostly for playing games).  I had purchased a gaming chair for my other son that had a lot of issues, so I wanted something with a more simple design.  This chair was easy to assemble and really looks nice, quite modern.  My son has been using it for a month or so now and seems to be very happy with the comfort with no complaints (although his brother's gaming chair definitely has some cooler features).  The adjustments seem smooth and everything just works.  Overall a great office chair option but the price is a bit steep.",2025-01-30,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/dfc7e05f-189d-4af0-bfab-65d4ca63627c.jpg,TRUE,,,sihoo.com (US) Okendo review 9bb764f1-4fe6-45c8-9e05-452bda6b9e4d
sihoo-doro-s100-ergonomic-office-chair,10184342208803,4,Tatiana C.,"Assembly was easy and the chair feels solid. However, when I sat down to test it, it was not as comfortable as I expected. The spring-based lumbar supports push forward a bit too much, giving a sensation of being pushed. Still, I appreciate that each component is adjustable to suit individual preferences.",2025-02-02,,TRUE,,,sihoo.com (US) Okendo review 91c07ce6-36ec-4ca7-85ce-139d88dfb966
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,A Vine R.,"This is an excellent office chair by SIHOO. My partner uses it and reports it's very comfortable. I want to share some notes I made while assembling this chair.* You need to have some upper body strength to lift and maneuver the chair portion onto the gas lift. Don't be too proud to ask someone for a hand.* Do NOT throw away the box! You need it for when you're attaching the seat and back to each other.* The instructions are packed inside the bag that holds the seat.* The instructions are in English, German, French, Italian, Spanish, Japanese, and Arabic.* There's a QR code in the instructions for a video showing assembly. Make sure you check the video's description for a link to the updated video.* Personally, I found it confusing when the printed instructions and the video demonstration both changed perspectives occasionally. Maybe you might, too.* This comes with white, cloth gloves, but they're on the small side.* The only tools you need would be something to get into the shipping box. I used scissors.* There are extra bolts and washers.* There are 2 sets of Washers J, but you use 4 at a time.* If you're looking for part P, the Decorative Cover, it's probably already on Base K.* The arm rest pieces come in a box, and if they're wrapped in different colored bubble wrap, it doesn't mean anything.* If you don't want your chair to have arms, feel free to omit them.* There are 5 black plastic pieces that have no part designation in the instructions. They go inside the silver legs and over the arms of the base (the starfish-looking black metal piece). These plastic pieces may be inside the legs or be loose or maybe be on the base. Make sure you don't throw them away!* The legs and the chair parts seem to lock in place on their own when you're assembling them onto the gas lift.* And lastly, the chair didn't smell bad fresh out of the box.I hope these notes help someone.Again, the chair itself is very comfortable, perfect for long sitting sessions. I think the lumbar support is a bit odd, but my partner likes it but says the chair reclines a bit too far.",2025-02-04,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/48a96c08-8044-42f3-95e4-538f39b36df3.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/b9a8ec16-3b33-46d9-bd86-b4c59b0f5d38.jpg",TRUE,,,sihoo.com (US) Okendo review 6ba17700-608a-4d6d-a1e0-68b1b5e58a76
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Annej S.,This chair fits all sizes with great adjustability. The lumbar support adapts automatically and overall the chair is very comfortable.,2025-02-16,,TRUE,,,sihoo.com (US) Okendo review 5236a1a6-d067-4255-b6fd-59af7cd5db81
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,BretteK,"This chair is the stuff! It is so adjustable. The armrests rotate in, out, up, and down. The back is in two sections. The top section can raise up and down. The bottom also adjusts up and down AND forward and backward for varied depth. The lever that raises and lowers the bottom can also be pulled out to unlock the back to allow for reclining in the chair. I found the upright position to be extremely straight, so I really like the reclining back. My husband is 7 inches taller than me, so being able to increase the height of the back, depth of the seat, and height from the floor allows both of us to use the chair with some customizable adjustments. The materials are good quality. Even though it is made of mesh, they created a pillow feel at the neck and lumbar support that feels cushioned. My husband and I both LOVE this chair!",2025-03-09,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/91085e28-7f1c-48f8-9202-4891db40450b.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/f29f60e8-d4d6-4c34-924d-da44591be166.jpg",TRUE,,,sihoo.com (US) Okendo review 14c3ef13-dfda-43ec-ac77-26b151e11306
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Customer,"Right out of the box, this chair feels substantial and well-made. The assembly is relatively easy, but if you are a weaker person, it could be cumbersome. Once assembled, the chair rolls easily on hard surfaces and yes, this chair is heavy. I am 5 feet 9 inches tall and the chair is easily adjustable for me. I use this as my office chair in my small business. Granted, I do not sit for extended amounts of time, but when I do sit for decent periods, the chair is comfortable and I find that I do not have to adjust myself in the chair to get comfortable. There are many adjustment settings, one of which I sort of find annoying. The armrests adjust in height and swivel. The swivel adjustment does not lock in place and is easily swiveled without intention. All in all, I would give the chair a 4.5, but since I cannot and the chair deserves more than a 4, I am giving this chair a five-star review.",2025-03-14,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/f058dc24-27a8-4bf5-b805-ccb3d4cabe1a.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/aa1afeb9-2108-4f20-87e1-87cf366f23a4.jpg",TRUE,,,sihoo.com (US) Okendo review 758863d5-ca11-49a2-a3a5-856f92bca0cf
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,J. L.,"The chair offers excellent value for the price. It has plenty of adjustability options. The only small issue is the armrests reset to the lowest point instead of locking with a lever, but that is not a big concern.",2025-03-20,,TRUE,,,sihoo.com (US) Okendo review f848f146-54e1-489e-b88a-d2ee2274e127
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,jacob k.,Hands down one of the most comfortable office chairs I've ever used. Love how the lumbar support contors to your back. 5/5 stars would buy again. Only complaint is the instructions are pretty lacking but it's rather straight forward to figure out on assembly.,2025-03-20,,TRUE,,,sihoo.com (US) Okendo review b68dd2ef-e734-42ff-b705-6b9260fb3c7d
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Charles P.,"Absolutely comfortable, good back support",2025-03-31,,TRUE,,,sihoo.com (US) Okendo review 98a1fc51-4c42-43a0-9b51-39e6adb0a755
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Josue G.,"At 6'1"" and 240 pounds, I find this chair to be a perfect match for my adjustable-height desk. The only minor drawback is the frame being a bit too snug for me to sit cross-legged, but that is far from a dealbreaker.",2025-04-04,,TRUE,,,sihoo.com (US) Okendo review dc8afa9d-1ac7-4896-9b82-bda47df2236f
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Atlas,"Excellent chair, very comfortable.",2025-05-08,,,,,sihoo.com (US) Okendo review e857a36b-ca04-4435-8edf-7cb2b40ce360
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Carter,Really fast shipping came in perfect condition and just as described very comfortable chair,2025-05-23,,,,,sihoo.com (US) Okendo review a29ae7e5-56a5-4f5a-88e5-4c096b23ff63
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Jiwei,I bought the Sihoo S100 for its ergonomic design and am very happy. Lumbar support and seat cushioning are excellent and customer service was very helpful.,2025-06-15,,TRUE,,,sihoo.com (US) Okendo review 4dc19d01-0880-4f02-b6dd-ee1cc5b96647
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Lisa A.,"This is a really comfortable office chair. Assembly was quick, and lumbar support is excellent. Armrests adjust smoothly and overall the chair is fantastic.",2025-07-14,,TRUE,,,sihoo.com (US) Okendo review a29c30ba-c270-4c13-81db-d3f93d630dff
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Ambers.Book.Cave,"This chair was very easy to assemble. Ergonomically, it is great. Lumbar support and headrest are solid, and the armrests are adjustable. Comfortable for daily use.",2025-07-25,,TRUE,,,sihoo.com (US) Okendo review c254773c-aec9-4960-9fbc-34452210986f
sihoo-doro-s100-ergonomic-office-chair,10184342208803,4,Alberto,"What I like:
- it is comfortable and ergonomic. It definitely help me to stay in the correct position. I had to adjust to it, but I really like it. It helps me to leave my bad sitting habits.
- the sitting base is solid, large and comfortable and the curved profile assists in keeping a good and healthy posture.
- I love the spring lumbar supports. They hit on the right spot and with the right force (but it is not adjustable neither in heights nor in stiffness).
- the mesh is firm and elastic. I hope it lasts.

What I do NOT like:
- just three lockable positions: vertical/mid/reclined.
- free inclination movement stiffness not adjustable.
- I hate the free rotation of the arm rests. If I want to put some weight on them, they just rotate out of place and I slide out. A lock button is very much needed!!!
- the wheel base is assembled with independent spokes made of bent and soldered steel. Even my much cheaper chairs have a solid metal star base. I hope they do not loose up at the hub with time or, worse, begin to fail at the weld lines.
- the wheels do not rotate/slide as freely as I would expect. Maybe they will improve with time, but I am not impressed with them at all.
- the wheel hub is made of plastic.
- the back rest without a separate head rest is a 'hit or miss' for me. It is generally comfortable, but I miss the chance to support my neck/head even when looking straight (as in the office chair models).",2025-08-10,,TRUE,"<p>Hi there,</p>
<p>Thank you for sharing such a detailed and well-considered review of the S100. We really appreciate the time you took to explain your experience from a long-term, posture-focused perspective.</p>
<p>The S100 is designed primarily for users who spend long hours at a desk and are looking for structured ergonomic guidance rather than soft, highly flexible seating. Features such as the firmer mesh, fixed-position spring lumbar support, and limited recline lock points are intentional design choices meant to encourage a stable, upright working posture and help correct unhealthy sitting habits over time. For this type of task-focused use, consistency and support are prioritized over frequent movement or lounge-style flexibility.</p>
<p>That said, we fully understand that preferences differ. For users who rely heavily on armrests for weight support, prefer more recline options, or want integrated head/neck support, a different model or chair style may be a better fit. Your feedback around armrest rotation, wheels, and base construction is valuable and helps other customers better understand whether the S100 matches their needs.</p>
<p>If you ever have concerns about performance over time or would like help exploring solutions or alternatives, our support team is always available at <a href=""mailto:support_us@sihoo.com"">support_us@sihoo.com</a>.</p>
<p>Thank you again for your honest insights, they help both us and future customers make better decisions.</p>
<p>Best regards,<br>Sihoo Team</p>",2026-01-04,sihoo.com (US) Okendo review 3e92ea49-a158-4de5-a3cf-8eb94dc85074
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,EL,"After using the Sihoo S100 for a while, I can confidently say it performs extremely well. Everything from the comfort to the overall support feels thoughtfully designed for daily work use.",2025-08-15,,TRUE,,,sihoo.com (US) Okendo review 76d1780e-56f0-4c5d-bd7c-f23cb2e76153
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,christa d.,"Easy set up and comfort
Extremely comfortable chair. Well worth the money! Easy set up. Put together alone and only took about 45 mins. Love that I can lean back in the chair",2025-08-21,,,,,sihoo.com (US) Okendo review 4e89d71e-0355-4673-af80-4b4ac7d2dea1
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,isabel,"Good support for all parts of body
Very happy to purchase this chair. As a patient of cervical spondylosis, this chair supports my neck very well and provides just the right amount of support at the waist and elbows. After installing it and just testing it for a while, I ordered a second one for my husband.",2025-08-21,,,,,sihoo.com (US) Okendo review dd192661-769e-4ab7-a476-133365b8ba2c
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,marina,"This chair is very comfortable and has a clean, modern design that fits perfectly in a home office. It looks professional without being bulky, and it feels just as good as it looks.",2025-08-22,,TRUE,,,sihoo.com (US) Okendo review 8b6aef87-8d93-4e9d-8580-9313e0804a05
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,eveline,"This is easily the most comfortable and supportive chair I have ever owned. I noticed a real improvement in my posture, and my back pain has significantly decreased. Sitting for long hours now feels much more natural and less tiring.",2025-08-23,,TRUE,,,sihoo.com (US) Okendo review cb4620c8-820d-4998-8502-0f3b0de03533
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Mirko,"The Sihoo S100 has completely changed how my workspace feels. The dynamic lumbar support actively supports my lower back, the adjustable armrests adapt easily to different tasks, and the breathable mesh keeps me cool during long work sessions. Whether sitting upright or reclining, the chair feels incredibly well balanced and supportive.",2025-08-30,,TRUE,,,sihoo.com (US) Okendo review b5798e00-474a-4a11-b66c-4b75debfacbe
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Rick W.,"Excellent Office Chair
I've been using this chair for the last few months and it's been very comfortable. My typical work day is sitting at an office desk for 8+ hours and I've had no issues with my back since purchasing this chair. I would highly recommend it, especially for larger persons.",2025-09-01,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/b324325c-c382-4419-ad10-635be359082a.jpg,,,,sihoo.com (US) Okendo review d29e4418-71e1-46bb-8222-54a281ee33e9
